,gm#,date,unnamed: 2,tm,unnamed: 4,opp,w/l,r,ra,inn,w-l,rank,gb,time,d/n,attendance,cli,streak,orig. scheduled
63,61,"Wednesday, Jun 5",boxscore,TOR,,BAL,W-wo,3,2,,29-32,5,14.0,2:32,N,27929,.43,+,
64,62,"Thursday, Jun 6",boxscore,TOR,,BAL,W,6,5,,30-32,5,14.0,2:26,D,39215,.52,++,
65,63,"Friday, Jun 7",boxscore,TOR,@,OAK,L-wo,1,2,,30-33,5,14.0,2:07,N,16046,.53,-,
66,64,"Saturday, Jun 8",boxscore,TOR,@,OAK,W,7,0,,31-33,4,13.0,2:27,D,9285,.49,+,
67,65,"Sunday, Jun 9",boxscore,TOR,@,OAK,W,6,4,10,32-33,4,13.0,2:32,D,11276,.53,++,
68,66,"Monday, Jun 10",boxscore,TOR,@,MIL,L,1,3,,32-34,4,14.0,2:13,N,24381,.55,-,
69,67,"Tuesday, Jun 11",boxscore,TOR,@,MIL,W,3,0,,33-34,3,14.0,2:37,N,25253,.51,+,
70,68,"Wednesday, Jun 12",boxscore,TOR,@,MIL,L,4,5,,33-35,4,15.0,2:37,D,30444,.58,-,
71,69,"Friday, Jun 14",boxscore,TOR,,CLE,L,1,3,,33-36,4,15.5,2:22,N,36790,.55,--,
72,70,"Saturday, Jun 15",boxscore,TOR,,CLE,W,5,0,,34-36,4,14.5,2:23,D,39318,.49,+,
73,71,"Sunday, Jun 16",boxscore,TOR,,CLE,W,7,6,,35-36,4,13.5,2:48,D,40043,.54,++,
74,72,"Monday, Jun 17",boxscore,TOR,,BOS,L,3,7,,35-37,4,14.0,2:43,N,29907,.61,-,
75,73,"Tuesday, Jun 18",boxscore,TOR,,BOS,L,3,4,,35-38,4,15.0,2:56,N,38595,.55,--,
76,74,"Wednesday, Jun 19",boxscore,TOR,,BOS,L,3,7,,35-39,4,15.0,2:54,N,38906,.48,---,
77,75,"Friday, Jun 21",boxscore,TOR,@,CLE,L,1,7,,35-40,5,14.5,2:33,N,35868,.39,----,
78,76,"Saturday, Jun 22",boxscore,TOR,@,CLE,L,3,6,,35-41,5,15.5,2:22,D,37133,.38,-----,
79,77,"Sunday, Jun 23",boxscore,TOR,@,CLE,L,5,6,,35-42,5,15.5,3:01,D,27479,.31,------,
80,78,"Monday, Jun 24",boxscore,TOR,@,BOS,L-wo,6,7,,35-43,5,16.0,2:37,N,35856,.30,-------,
81,79,"Tuesday, Jun 25",boxscore,TOR,@,BOS,W,9,4,,36-43,5,15.0,2:45,N,34546,.26,+,
82,80,"Thursday, Jun 27",boxscore,TOR,,NYY,W,9,2,,37-43,5,13.5,2:32,N,36423,.29,++,
83,81,"Friday, Jun 28",boxscore,TOR,,NYY,L,5,16,,37-44,5,14.5,3:08,N,34791,.30,-,
84,82,"Saturday, Jun 29",boxscore,TOR,,NYY,W,9,3,,38-44,5,14.5,2:51,D,37448,.26,+,
85,83,"Sunday, Jun 30",boxscore,TOR,,NYY,L,1,8,,38-45,5,14.5,2:54,D,38534,.27,-,
86,Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
87,84,"Monday, Jul 1",boxscore,TOR,,HOU,L,1,3,,38-46,5,15.0,2:16,D,39265,.25,--,
88,85,"Tuesday, Jul 2",boxscore,TOR,,HOU,W,7,6,,39-46,5,15.0,2:24,N,26308,.20,+,
89,86,"Wednesday, Jul 3",boxscore,TOR,,HOU,L,2,9,,39-47,5,16.0,2:48,N,28570,.21,-,
90,87,"Thursday, Jul 4",boxscore,TOR,,HOU,L,3,5,,39-48,5,16.0,2:37,D,38234,.19,--,
91,88,"Friday, Jul 5",boxscore,TOR,@,SEA,L,1,2,,39-49,5,17.0,2:27,N,34493,.15,---,
92,89,"Saturday, Jul 6",boxscore,TOR,@,SEA,W,5,4,,40-49,5,16.0,2:53,D,38264,.12,+,
93,90,"Sunday, Jul 7",boxscore,TOR,@,SEA,W,5,4,10,41-49,5,16.0,3:22,D,34885,.15,++,
94,91,"Tuesday, Jul 9",boxscore,TOR,@,SFG,L-wo,3,4,,41-50,5,16.0,2:27,N,32924,.14,-,
95,92,"Wednesday, Jul 10",boxscore,TOR,@,SFG,W,10,6,,42-50,5,15.0,2:41,N,32014,.12,+,
96,93,"Thursday, Jul 11",boxscore,TOR,@,SFG,W,5,3,,43-50,5,14.0,2:32,D,30064,.14,++,
97,94,"Friday, Jul 12",boxscore,TOR,@,ARI,L-wo,4,5,,43-51,5,14.0,2:39,N,24441,.18,-,
98,95,"Saturday, Jul 13",boxscore,TOR,@,ARI,L,1,12,,43-52,5,14.0,2:45,N,40121,.14,--,
99,96,"Sunday, Jul 14",boxscore,TOR,@,ARI,W,8,7,,44-52,5,14.0,2:51,D,24732,.10,+,
100,97,"Friday, Jul 19",preview,TOR,,DET,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
101,98,"Saturday, Jul 20",preview,TOR,,DET,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
102,99,"Sunday, Jul 21",preview,TOR,,DET,1:37 pm,1:37 pm,1:37 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
103,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
104,100,"Tuesday, Jul 23",preview,TOR,,TBR,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
105,101,"Wednesday, Jul 24",preview,TOR,,TBR,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
106,102,"Thursday, Jul 25",preview,TOR,,TBR,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
107,103,"Friday, Jul 26",preview,TOR,,TEX,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
108,104,"Saturday, Jul 27",preview,TOR,,TEX,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
109,105,"Sunday, Jul 28",preview,TOR,,TEX,1:37 pm,1:37 pm,1:37 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
110,106,"Monday, Jul 29",preview,TOR,@,BAL,3:05 pm,3:05 pm,3:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
111,107,"Monday, Jul 29",preview,TOR,@,BAL,TBD,TBD,TBD,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
112,108,"Tuesday, Jul 30",preview,TOR,@,BAL,6:35 pm,6:35 pm,6:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
113,109,"Wednesday, Jul 31",preview,TOR,@,BAL,12:35 pm,12:35 pm,12:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
114,110,"Friday, Aug 2",preview,TOR,@,NYY,7:05 pm,7:05 pm,7:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
115,111,"Saturday, Aug 3",preview,TOR,@,NYY,1:05 pm,1:05 pm,1:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
116,112,"Sunday, Aug 4",preview,TOR,@,NYY,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
117,113,"Tuesday, Aug 6",preview,TOR,,BAL,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
118,114,"Wednesday, Aug 7",preview,TOR,,BAL,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
119,115,"Thursday, Aug 8",preview,TOR,,BAL,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
120,116,"Friday, Aug 9",preview,TOR,,OAK,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
121,117,"Saturday, Aug 10",preview,TOR,,OAK,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
122,118,"Sunday, Aug 11",preview,TOR,,OAK,1:37 pm,1:37 pm,1:37 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
123,119,"Monday, Aug 12",preview,TOR,@,LAA,9:38 pm,9:38 pm,9:38 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
124,120,"Tuesday, Aug 13",preview,TOR,@,LAA,9:38 pm,9:38 pm,9:38 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
125,121,"Wednesday, Aug 14",preview,TOR,@,LAA,9:38 pm,9:38 pm,9:38 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
126,122,"Friday, Aug 16",preview,TOR,@,CHC,2:20 pm,2:20 pm,2:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
127,123,"Saturday, Aug 17",preview,TOR,@,CHC,2:20 pm,2:20 pm,2:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
128,124,"Sunday, Aug 18",preview,TOR,@,CHC,2:20 pm,2:20 pm,2:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
129,125,"Monday, Aug 19",preview,TOR,,CIN,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
130,126,"Tuesday, Aug 20",preview,TOR,,CIN,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
131,127,"Wednesday, Aug 21",preview,TOR,,CIN,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
132,128,"Thursday, Aug 22",preview,TOR,,LAA,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
133,129,"Friday, Aug 23",preview,TOR,,LAA,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
134,130,"Saturday, Aug 24",preview,TOR,,LAA,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
135,131,"Sunday, Aug 25",preview,TOR,,LAA,1:37 pm,1:37 pm,1:37 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
136,132,"Monday, Aug 26",preview,TOR,@,BOS,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
137,133,"Tuesday, Aug 27",preview,TOR,@,BOS,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
138,134,"Wednesday, Aug 28",preview,TOR,@,BOS,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
139,135,"Thursday, Aug 29",preview,TOR,@,BOS,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
140,136,"Friday, Aug 30",preview,TOR,@,MIN,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
141,137,"Saturday, Aug 31",preview,TOR,@,MIN,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
142,138,"Sunday, Sep 1",preview,TOR,@,MIN,2:10 pm,2:10 pm,2:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
143,139,"Tuesday, Sep 3",preview,TOR,,PHI,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
144,140,"Wednesday, Sep 4",preview,TOR,,PHI,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
145,141,"Friday, Sep 6",preview,TOR,@,ATL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
146,142,"Saturday, Sep 7",preview,TOR,@,ATL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
147,143,"Sunday, Sep 8",preview,TOR,@,ATL,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
148,144,"Monday, Sep 9",preview,TOR,,NYM,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
149,145,"Tuesday, Sep 10",preview,TOR,,NYM,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
150,146,"Wednesday, Sep 11",preview,TOR,,NYM,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
151,147,"Friday, Sep 13",preview,TOR,,STL,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
152,148,"Saturday, Sep 14",preview,TOR,,STL,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
153,149,"Sunday, Sep 15",preview,TOR,,STL,1:37 pm,1:37 pm,1:37 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
154,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
155,150,"Tuesday, Sep 17",preview,TOR,@,TEX,8:05 pm,8:05 pm,8:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
156,151,"Wednesday, Sep 18",preview,TOR,@,TEX,8:05 pm,8:05 pm,8:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
157,152,"Thursday, Sep 19",preview,TOR,@,TEX,2:35 pm,2:35 pm,2:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
158,153,"Friday, Sep 20",preview,TOR,@,TBR,6:50 pm,6:50 pm,6:50 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
159,154,"Saturday, Sep 21",preview,TOR,@,TBR,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
160,155,"Sunday, Sep 22",preview,TOR,@,TBR,1:40 pm,1:40 pm,1:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
161,156,"Monday, Sep 23",preview,TOR,,BOS,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
162,157,"Tuesday, Sep 24",preview,TOR,,BOS,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
163,158,"Wednesday, Sep 25",preview,TOR,,BOS,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
164,159,"Friday, Sep 27",preview,TOR,,MIA,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
165,160,"Saturday, Sep 28",preview,TOR,,MIA,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
166,161,"Sunday, Sep 29",preview,TOR,,MIA,3:07 pm,3:07 pm,3:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
167,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
0,1,"Thursday, Mar 28",boxscore,WSN,@,CIN,L,2,8,,0-1,4,0.5,2:18,D,44030,.96,-,
1,2,"Saturday, Mar 30",boxscore,WSN,@,CIN,W,7,6,,1-1,2,1.0,2:55,D,39674,.90,+,
2,3,"Sunday, Mar 31",boxscore,WSN,@,CIN,L-wo,5,6,,1-2,2,1.0,2:50,D,13590,.98,-,
3,Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
4,4,"Monday, Apr 1",boxscore,WSN,,PIT,L,4,8,,1-3,2,2.0,3:11,D,40405,.96,--,
5,5,"Wednesday, Apr 3",boxscore,WSN,,PIT,W,5,3,,2-3,2,1.0,2:30,N,14022,.89,+,
6,6,"Thursday, Apr 4",boxscore,WSN,,PIT,L,4,7,,2-4,2,1.5,2:52,D,11135,.95,-,
7,7,"Friday, Apr 5",boxscore,WSN,,PHI,L,0,4,,2-5,3,2.5,2:51,N,21374,.94,--,
8,8,"Saturday, Apr 6",boxscore,WSN,,PHI,L,2,5,,2-6,3,3.5,2:28,D,29718,.88,---,
9,9,"Sunday, Apr 7",boxscore,WSN,,PHI,W,3,2,,3-6,3,3.5,2:31,D,24765,.87,+,
10,10,"Monday, Apr 8",boxscore,WSN,@,SFG,W,8,1,,4-6,3,2.5,2:48,N,25582,.83,++,
11,11,"Tuesday, Apr 9",boxscore,WSN,@,SFG,W,5,3,,5-6,2,2.5,2:41,N,24380,.88,+++,
12,12,"Wednesday, Apr 10",boxscore,WSN,@,SFG,L,1,7,,5-7,3,3.0,2:07,D,25558,.92,-,
13,13,"Friday, Apr 12",boxscore,WSN,@,OAK,L-wo,1,2,10,5-8,4,3.5,2:36,N,5777,.83,--,
14,14,"Saturday, Apr 13",boxscore,WSN,@,OAK,W,3,1,,6-8,3,2.5,2:35,D,3330,.77,+,
15,15,"Sunday, Apr 14",boxscore,WSN,@,OAK,L,6,7,,6-9,4,3.5,2:45,D,8637,.85,-,
16,16,"Monday, Apr 15",boxscore,WSN,@,LAD,W,6,4,,7-9,4,3.5,2:36,N,42677,.87,+,
17,17,"Tuesday, Apr 16",boxscore,WSN,@,LAD,L,2,6,,7-10,4,4.5,2:26,N,52718,.91,-,
18,18,"Wednesday, Apr 17",boxscore,WSN,@,LAD,W,2,0,,8-10,4,4.5,2:16,D,44428,.85,+,
19,19,"Friday, Apr 19",boxscore,WSN,,HOU,L,3,5,,8-11,4,5.5,2:52,N,22999,.82,-,
20,20,"Saturday, Apr 20",boxscore,WSN,,HOU,W-wo,5,4,10,9-11,4,5.5,2:45,D,34608,.77,+,
21,21,"Sunday, Apr 21",boxscore,WSN,,HOU,W,6,0,,10-11,4,4.5,2:20,D,23193,.79,++,
22,22,"Tuesday, Apr 23",boxscore,WSN,,LAD,L,1,4,,10-12,4,6.0,3:10,N,27806,.88,-,
23,23,"Wednesday, Apr 24",boxscore,WSN,,LAD,L,2,11,,10-13,4,7.0,2:40,N,26298,.84,--,
24,24,"Thursday, Apr 25",boxscore,WSN,,LAD,L,1,2,,10-14,4,7.5,2:36,D,24185,.75,---,
25,25,"Friday, Apr 26",boxscore,WSN,@,MIA,W,3,1,,11-14,4,7.5,2:15,N,10201,.69,+,
26,26,"Saturday, Apr 27",boxscore,WSN,@,MIA,W,11,4,,12-14,4,6.5,2:48,D,12695,.70,++,
27,27,"Sunday, Apr 28",boxscore,WSN,@,MIA,W,12,9,,13-14,4,6.5,3:17,D,15894,.78,+++,
28,28,"Monday, Apr 29",boxscore,WSN,@,MIA,W,7,2,,14-14,3,5.5,2:21,N,6376,.82,++++,
29,29,"Tuesday, Apr 30",boxscore,WSN,@,TEX,L,1,7,,14-15,4,5.5,2:19,N,27584,.82,-,
30,Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
31,30,"Wednesday, May 1",boxscore,WSN,@,TEX,W,1,0,,15-15,3,5.5,2:11,N,24846,.82,+,
32,31,"Thursday, May 2",boxscore,WSN,@,TEX,L,0,6,,15-16,4,6.0,2:30,D,27529,.89,-,
33,32,"Friday, May 3",boxscore,WSN,,TOR,W,9,3,,16-16,3,5.5,2:49,N,22856,.84,+,
34,33,"Saturday, May 4",boxscore,WSN,,TOR,L,3,6,,16-17,3,6.5,2:59,D,22836,.86,-,
35,34,"Sunday, May 5",boxscore,WSN,,TOR,W,11,8,,17-17,3,6.5,3:01,D,18363,.83,+,
36,35,"Tuesday, May 7",boxscore,WSN,,BAL,W,3,0,,18-17,3,7.0,2:19,N,29542,.86,++,
37,36,"Wednesday, May 8",boxscore,WSN,,BAL,L,6,7,12,18-18,3,7.0,3:35,N,34078,.88,-,
38,37,"Friday, May 10",boxscore,WSN,@,BOS,W,5,1,,19-18,3,7.0,2:26,N,31313,.85,+,
